wav,txt2,phone2
chinese000158,九 阳 豆 浆 机 我 到 是 会 用 。,jiu3 yang2 dou4 jiang1 ji1 wo3 dao4 shi5 hui4 yong4 。
chinese000159,全 国 一 共 有 一 百 一 十 二 所 二 一 一 高 校 。,quan2 guo2 yi2 gong4 you3 yi4 bai3 yi1 shi2 er4 suo3 er4 yao1 yao1 gao1 xiao4 。
chinese000160,富 豪 落 马 源 于 规 范 监 督 缺 位 、 溺 爱 纵 容 下 的 野 蛮 生 长 。,fu4 hao2 luo4 ma3 yuan2 yu2 gui1 fan4 jian1 du1 que1 wei4 、 ni4 ai4 zong4 rong2 xia4 de5 ye3 man2 sheng1 zhang3 。
chinese000161,王 金 艳 左 侧 颅 骨 严 重 凹 陷 。,wang2 jin1 yan4 zuo3 ce4 lu2 gu3 yan2 zhong4 ao1 xian4 。
chinese000162,用 的 枪 支 有 阿 嘎 枪 和 手 枪 等 。,yong4 de5 qiang1 zhi1 you3 a1 ga1 qiang1 he2 shou3 qiang1 deng3 。
chinese000163,最 后 抹 掉 口 角 唾 沫 ， 作 鸟 兽 散 。,zui4 hou4 mo3 diao4 kou2 jiao3 tuo4 mo5 ， zuo4 niao3 shou4 san4 。
chinese000164,另 一 名 遇 难 者 秦 萍 凤 是 崇 明 滧 南 村 人 。,ling4 yi4 ming2 yu4 nan4 zhe3 qin2 ping2 feng4 shi4 chong2 ming2 yao2 nan2 cun1 ren2 。
chinese000165,英 雄 熊 尿 保 痛 失 亲 人 老 泪 纵 横 。,ying1 xiong2 xiong2 niao4 bao3 tong4 shi1 qin1 ren2 lao3 lei4 zong4 heng2 。
chinese000166,俄 罗 斯 公 车 滥 用 屡 遭 抨 击 。,e2 luo2 si1 gong1 che1 lan4 yong4 lv3 zao1 peng1 ji1 。
chinese000167,办 好 中 国 普 法 网 英 文 网 。,ban4 hao3 zhong1 guo2 pu2 fa2 wang3 ying1 wen2 wang3 。
chinese000168,我 妈 笑 我 傻 ， 我 妈 笑 我 憨 。,wo3 ma1 xiao4 wo2 sha3 ， wo3 ma1 xiao4 wo3 han1 。
chinese000169,吃 个 甜 筒 降 降 温 吧 。,chi1 ge5 tian2 tong3 jiang4 jiang5 wen1 ba5 。
chinese000170,燕 娅 娅 油 画 作 品 “ 奶 奶 ” 。,yan4 ya4 ya5 you2 hua4 zuo4 pin2 “ nai3 nai5 ” 。
chinese000171,在 引 桥 上 跑 很 危 险 。,zai4 yin3 qiao2 shang4 pao2 hen3 wei1 xian3 。
chinese000172,胡 杏 儿 盛 装 打 扮 ， 与 刘 青 云 现 身 威 尼 斯 影 展 。,hu2 xing4 er2 sheng4 zhuang1 da3 ban4 ， yu3 liu2 qing1 yun2 xian4 shen1 wei1 ni2 si1 ying2 zhan3 。
chinese000173,杨 凯 苦 笑 着 ， 继 续 往 家 “ 挪 ” 。,yang2 kai2 ku3 xiao4 zhe5 ， ji4 xu4 wang3 jia1 “ nuo2 ” 。
chinese000174,约 两 万 零 两 百 人 受 影 响 。,yue1 liang3 wan4 ling2 liang2 bai3 ren2 shou4 ying2 xiang3 。
chinese000175,你 沾 我 的 光 也 够 戗 。,ni3 zhan1 wo3 de5 guang1 ye3 gou4 qiang1 。
chinese000176,阿 默 舍 姆 位 于 首 都 伦 敦 以 西 。,a1 mo4 she2 mu3 wei4 yu2 shou3 du1 lun2 dun1 yi3 xi1 。
chinese000177,艮 其 止 ， 止 其 所 也 。,gen4 qi2 zhi3 ， zhi3 qi2 suo2 ye3 。
chinese000178,而 涉 案 被 捕 女 疑 犯 姓 黄 。,er2 she4 an4 bei4 bu2 nv3 yi2 fan4 xing4 huang2 。
chinese000179,暖 暖 也 越 来 越 逆 反 了 。,nuan2 nuan3 ye3 yue4 lai2 yue4 ni4 fan3 le5 。
chinese000180,据 介 绍 ， 非 标 柴 油 一 般 是 用 白 油 料 掺 兑 走 私 红 油 。,ju4 jie4 shao4 ， fei1 biao1 chai2 you2 yi4 ban1 shi4 yong4 bai2 you2 liao4 chan1 dui4 zou3 si1 hong2 you2 。
chinese000181,警 犬 训 练 大 队 携 犬 巡 检 。,jing2 quan3 xun4 lian4 da4 dui4 xie2 quan3 xun2 jian3 。
chinese000182,广 东 省 政 协 常 委 陈 缵 光 走 进 “ 蚁 族 ” 居 所 。,guang3 dong1 sheng3 zheng4 xie2 chang2 wei3 chen2 zuan3 guang1 zou3 jin4 “ yi3 zu2 ” ju1 suo3 。
chinese000183,珠 泪 下 落 情 洒 空 床 。,zhu1 lei4 xia4 luo4 qing2 sa3 kong1 chuang2 。
chinese000184,羌 管 弄 晴 ， 菱 歌 泛 夜 ， 嬉 嬉 钓 叟 莲 娃 。,qiang1 guan3 nong4 qing2 ， ling2 ge1 fan4 ye4 ， xi1 xi1 diao4 sou3 lian2 wa2 。
chinese000185,杨 洪 全 是 田 坝 镇 挖 夯 村 村 民 。,yang2 hong2 quan2 shi4 tian2 ba4 zhen4 wa1 hang1 cun1 cun1 min2 。
chinese000186,在 施 工 中 无 法 用 夯 机 碾 轧 。,zai4 shi1 gong1 zhong1 wu2 fa3 yong4 hang1 ji1 nian3 zha2 。
chinese000187,碑 帖 、 法 帖 、 字 帖 、 画 帖 的 帖 与 饕 餮 的 餮 都 念 餮 。,bei1 tie4 、 fa3 tie4 、 zi4 tie4 、 hua4 tie4 de5 tie4 yu3 tao1 tie4 de5 tie4 dou1 nian4 tie4 。
chinese000188,没 坐 相 意 味 着 没 教 养 ， 辱 没 祖 宗 。,mei2 zuo4 xiang4 yi4 wei4 zhe5 mei2 jiao4 yang3 ， ru3 mo4 zu3 zong1 。
chinese000189,纹 饰 以 细 绳 纹 为 主 ， 还 有 交 错 绳 纹 、 弦 纹 、 戳 刺 纹 等 。,wen2 shi4 yi3 xi4 sheng2 wen2 wei2 zhu3 ， hai2 you3 jiao1 cuo4 sheng2 wen2 、 xian2 wen2 、 chuo1 ci4 wen2 deng3 。
chinese000190,歹 徒 们 抡 着 管 子 又 打 又 刺 ， 急 于 置 人 于 死 地 。,dai3 tu2 men5 lun1 zhe5 guan3 zi5 you4 da3 you4 ci4 ， ji2 yu2 zhi4 ren2 yu2 si3 di4 。
chinese000191,大 挂 车 驾 驶 员 刘 卫 东 右 脚 被 死 死 卡 住 无 法 动 弹 。,da4 gua4 che1 jia4 shi3 yuan2 liu2 wei4 dong1 you4 jiao3 bei4 si2 si2 qia3 zhu4 wu2 fa3 dong4 tan5 。
chinese000192,温 岭 市 蓝 孔 雀 幼 师 颜 艳 红 的 “ 虐 童 ” 行 为 。,wen1 ling3 shi4 lan2 kong3 que4 you4 shi1 yan2 yan4 hong2 de5 “ nve4 tong2 ” xing2 wei2 。
chinese000193,且 有 确 切 材 料 为 证 。,qie2 you3 que4 qie4 cai2 liao4 wei2 zheng4 。
chinese000194,酒 井 法 子 吸 毒 案 震 惊 演 艺 圈 。,jiu2 jing3 fa2 zi3 xi1 du2 an4 zhen4 jing1 yan3 yi4 quan1 。
chinese000195,欢 迎 各 位 朋 友 常 来 逛 逛 聊 聊 。,huan1 ying2 ge4 wei4 peng2 you5 chang2 lai2 guang4 guang5 liao2 liao5 。
chinese000196,老 王 边 啃 烧 饼 边 说 。,lao3 wang2 bian1 ken3 shao1 bing3 bian1 shuo1 。
chinese000197,警 方 苦 苦 追 踪 魏 某 。,jing3 fang1 ku2 ku3 zhui1 zong1 wei4 mou3 。
chinese000198,林 祖 恋 任 乌 坎 村 党 总 支 书 记 。,lin2 zu3 lian4 ren4 wu1 kan3 cun1 dang2 zong3 zhi1 shu1 ji4 。
chinese000199,他 蹑 手 蹑 脚 进 了 屋 ， 溜 进 卧 室 。,ta1 nie4 shou3 nie4 jiao3 jin4 le5 wu1 ， liu1 jin4 wo4 shi4 。
chinese000200,此 文 经 摘 编 ， 标 题 为 编 者 制 作 。,ci3 wen2 jing1 zhai1 bian1 ， biao1 ti2 wei2 bian1 zhe3 zhi4 zuo4 。
chinese000201,两 艘 船 在 护 航 往 香 港 走 。,liang3 sou1 chuan2 zai4 hu4 hang2 wang3 xiang1 gang2 zou3 。
chinese000202,而 曾 母 也 患 有 糖 尿 病 。,er2 zeng1 mu3 ye3 huan4 you3 tang2 niao4 bing4 。
chinese000203,杨 千 嬅 为 时 装 秀 任 压 轴 嘉 宾 。,yang2 qian1 hua4 wei4 shi2 zhuang1 xiu4 ren4 ya1 zhou4 jia1 bin1 。
chinese000204,民 警 尾 随 追 击 ， 抓 获 一 名 毛 贼 。,min2 jing3 wei3 sui2 zhui1 ji1 ， zhua1 huo4 yi4 ming2 mao2 zei2 。
chinese000205,讲 咗 好 多 好 实 在 嘅 嘢 。,jiang3 zuo5 hao3 duo1 hao3 shi2 zai4 kai2 ye3 。
chinese000206,好 口 渴 啊 ， 来 泡 杯 茶 喝 。,hao3 kou2 ke3 a5 ， lai2 pao4 bei1 cha2 he1 。
chinese000207,红 玉 在 洞 房 之 夜 逃 婚 ， 被 人 误 当 作 孪 生 姐 姐 苏 雨 宁 而 追 捕 。,hong2 yu4 zai4 dong4 fang2 zhi1 ye4 tao2 hun1 ， bei4 ren2 wu4 dang1 zuo4 luan2 sheng1 jie3 jie5 su1 yu3 ning2 er2 zhui1 bu3 。
chinese000208,三 月 春 来 早 ， 嫩 芽 挂 树 梢 。,san1 yue4 chun1 lai2 zao3 ， nen4 ya2 gua4 shu4 shao1 。
chinese000209,被 告 人 闫 永 喜 和 毛 旭 东 同 庭 受 审 。,bei4 gao4 ren2 yan2 yong2 xi3 he2 mao2 xu4 dong1 tong2 ting2 shou4 shen3 。
chinese000210,一 斗 令 一 碗 ， 相 当 于 两 碗 白 蚬 。,yi4 dou3 ling4 yi4 wan3 ， xiang1 dang1 yu2 liang2 wan3 bai2 xian3 。
chinese000211,吴 利 用 自 己 哺 乳 期 运 输 婴 幼 儿 防 查 。,wu2 li4 yong4 zi4 ji3 bu2 ru3 qi1 yun4 shu1 ying1 you4 er2 fang2 cha2 。
chinese000212,毕 竟 ， “ 树 挪 死 ， 人 挪 活 ” 啊 。,bi4 jing4 ， “ shu4 nuo2 si3 ren2 ， nuo2 huo2 ” a5 。
chinese000213,不 能 为 了 凑 文 章 而 凑 文 章 。,bu4 neng2 wei4 le5 cou4 wen2 zhang1 er2 cou4 wen2 zhang1 。
chinese000214,橘 农 们 从 各 处 挑 水 抗 旱 。,ju2 nong2 men5 cong2 ge4 chu4 tiao1 shui3 kang4 han4 。
chinese000215,军 检 对 饶 宏 伟 求 处 死 刑 。,jun1 jian3 dui4 rao2 hong2 wei3 qiu2 chu2 si3 xing2 。
chinese000216,就 是 利 润 越 挤 越 薄 ， 越 挤 越 薄 。,jiu4 shi4 li4 run4 yue4 ji3 yue4 bao2 ， yue4 ji3 yue4 bao2 。
chinese000217,须 定 晴 ， 看 委 员 提 案 ， 无 一 奏 效 ， 引 无 数 房 奴 竞 折 腰 。,xu1 ding4 qing2 ， kan4 wei3 yuan2 ti2 an4 ， wu2 yi1 zou4 xiao4 ， yin3 wu2 shu4 fang2 nu2 jing4 zhe2 yao1 。
chinese000218,远 景 延 伸 至 窦 妪 、 栾 城 。,yuan2 jing3 yan2 shen1 zhi4 dou4 yu4 、 luan2 cheng2 。
chinese000219,您 等 会 儿 我 给 您 问 问 。,nin2 deng3 huir4 wo2 gei3 nin2 wen4 wen5 。
chinese000220,这 愤 怒 ， 恰 如 一 座 岩 浆 怒 涌 的 火 山 ， 即 欲 喷 发 。,zhe4 fen4 nu4 ， qia4 ru2 yi2 zuo4 yan2 jiang1 nu4 yong3 de5 huo3 shan1 ， ji2 yu4 pen1 fa1 。
chinese000221,有 网 友 称 ， 官 员 为 陕 西 省 安 监 局 局 长 杨 达 才 。,you3 wang2 you3 cheng1 ， guan1 yuan2 wei2 shan3 xi1 sheng3 an1 jian1 ju2 ju2 zhang3 yang2 da2 cai2 。
chinese000222,阿 尔 特 讷 聚 位 于 土 叙 边 界 西 端 。,a1 er3 te4 ne4 ju4 wei4 yu2 tu3 xu4 bian1 jie4 xi1 duan1 。
chinese000223,国 以 民 为 本 ， 党 以 民 为 基 。,guo2 yi3 min2 wei2 ben3 ， dang2 yi3 min2 wei2 ji1 。
chinese000224,是 威 胁 哦 恐 吓 哦 。,shi4 wei1 xie2 o5 kong3 he4 o5 。
chinese000225,声 音 嗲 嗲 的 ， 装 嫩 ， 爱 掉 眼 泪 。,sheng1 yin1 dia2 dia3 de5 ， zhuang1 nen4 ， ai4 diao4 yan3 lei4 。
chinese000226,以 往 常 塞 车 的 岗 顶 则 很 畅 顺 。,yi2 wang3 chang2 sai1 che1 de5 gang2 ding3 ze2 hen3 chang4 shun4 。
chinese000227,一 个 方 向 预 约 不 超 过 三 趟 可 选 车 次 。,yi2 ge5 fang1 xiang4 yu4 yue1 bu4 chao1 guo4 san1 tang4 ke2 xuan3 che1 ci4 。
chinese000228,钟 舒 漫 派 热 狗 给 长 者 。,zhong1 shu1 man4 pai4 re4 gou2 gei3 zhang2 zhe3 。
chinese000229,一 看 ， “ 一 团 浓 烟 直 往 天 空 蹿 ” 。,yi2 kan4 ， “ yi4 tuan2 nong2 yan1 zhi2 wang3 tian1 kong1 cuan1 ” 。
chinese000230,离 岸 人 民 币 债 券 俗 称 “ 点 心 债 ” 。,li2 an4 ren2 min2 bi4 zhai4 quan4 su2 cheng1 “ dian3 xin1 zhai4 ” 。
chinese000231,奢 侈 品 网 购 遭 遇 诚 信 “ 滑 铁 卢 ” 。,she1 chi2 pin2 wang3 gou4 zao1 yu4 cheng2 xin4 “ hua2 tie3 lu2 ” 。
chinese000232,时 近 晌 午 ， 东 二 环 广 渠 门 桥 东 北 角 。,shi2 jin4 shang2 wu3 ， dong1 er4 huan2 guang3 qu2 men2 qiao2 dong1 bei2 jiao3 。
chinese000233,窗 外 一 片 阴 霾 ， 这 雨 像 是 永 远 下 不 完 了 。,chuang1 wai4 yi2 pian4 yin1 mai2 ， zhe4 yu3 xiang4 shi4 yong2 yuan3 xia4 bu4 wan2 le5 。
chinese000234,魏 茵 搭 上 的 ， 是 一 趟 死 亡 之 旅 。,wei4 yin1 da1 shang4 de5 ， shi4 yi2 tang4 si3 wang2 zhi1 lv3 。
chinese000235,沙 乌 地 相 信 宾 拉 登 已 病 故 。,sha1 wu1 di4 xiang1 xin4 bin1 la1 deng1 yi3 bing4 gu4 。
chinese000236,吉 允 池 第 一 壶 中 区 站 位 。,ji2 yun3 chi2 di4 yi1 hu2 zhong1 qu1 zhan4 wei4 。
chinese000237,俗 话 说 ， 亡 羊 补 牢 ， 犹 未 晚 也 。,su2 hua4 shuo1 ， wang2 yang2 bu3 lao2 ， you2 wei4 wan2 ye3 。
chinese000238,尽 量 蹭 各 种 商 务 应 酬 。,jin3 liang4 ceng4 ge4 zhong3 shang1 wu4 ying4 chou5 。
chinese000239,很 快 就 有 人 回 帖 安 慰 王 淼 。,hen3 kuai4 jiu4 you3 ren2 hui2 tie3 an1 wei4 wang2 miao3 。
chinese000240,遇 难 村 民 屋 前 扯 起 横 幅 。,yu4 nan4 cun1 min2 wu1 qian2 che2 qi3 heng2 fu2 。
chinese000241,毛 蛤 等 贝 类 海 鲜 易 携 带 甲 肝 病 毒 ， 食 用 时 一 定 要 煮 熟 蒸 透 。,mao2 ge3 deng3 bei4 lei4 hai3 xian1 yi4 xie2 dai4 jia3 gan1 bing4 du2 ， shi2 yong4 shi2 yi2 ding4 yao4 zhu3 shu2 zheng1 tou4 。
chinese000242,李 家 鼎 一 提 起 杨 思 琦 又 爆 粗 。,li3 jia1 ding3 yi4 ti2 qi3 yang2 si1 qi2 you4 bao4 cu1 。
chinese000243,随 后 巴 萨 用 伤 愈 复 出 的 普 约 尔 换 下 凯 塔 。,sui2 hou4 ba1 sa4 yong4 shang1 yu4 fu4 chu1 de5 pu3 yue1 er3 huan4 xia4 kai2 ta3 。
chinese000244,沙 特 王 子 阿 勒 瓦 利 德 。,sha1 te4 wang2 zi3 a1 le4 wa3 li4 de2 。
chinese000245,而 部 分 网 民 也 乐 于 “ 围 观 起 哄 ” 。,er2 bu4 fen5 wang3 min2 ye3 le4 yu2 “ wei2 guan1 qi3 hong4 ” 。
chinese000246,云 阳 县 盘 龙 镇 四 民 村 发 展 壮 大 樱 桃 产 业 ， 助 农 增 收 。,yun2 yang2 xian4 pan2 long2 zhen4 si4 min2 cun1 fa1 zhan3 zhuang4 da4 ying1 tao2 chan3 ye4 ， zhu4 nong2 zeng1 shou1 。
chinese000247,网 友 “ 笨 笨 孩 儿 ” 压 力 不 小 。,wang2 you3 “ ben4 ben5 hair2 ya1 ” li4 bu4 xiao3 。
chinese000248,渗 浴 河 的 清 淤 工 作 也 已 完 工 。,shen4 yu4 he2 de5 qing1 yu1 gong1 zuo4 ye2 yi3 wan2 gong1 。
chinese000249,巫 峡 镇 柳 树 村 原 文 沈 淑 荣 ， 其 女 考 取 大 学 。,wu1 xia2 zhen4 liu3 shu4 cun1 yuan2 wen2 shen3 shu1 rong2 ， qi2 nv3 kao2 qu3 da4 xue2 。
chinese000250,女 儿 常 无 故 晕 倒 ， 且 久 治 不 愈 。,nv3 er2 chang2 wu2 gu4 yun1 dao3 ， qie2 jiu3 zhi4 bu2 yu4 。
chinese000251,于 跃 海 举 报 的 大 泗 村 十 二 组 联 运 站 及 东 侧 耕 地 。,yu2 yue4 hai3 ju3 bao4 de5 da4 si4 cun1 shi2 er4 zu3 lian2 yun4 zhan4 ji2 dong1 ce4 geng1 di4 。
chinese000252,李 克 勤 与 郑 伊 健 捧 场 。,li3 ke4 qin2 yu3 zheng4 yi1 jian4 peng2 chang3 。
chinese000253,她 当 即 尴 尬 掩 嘴 兼 拧 头 。,ta1 dang1 ji2 gan1 ga4 yan2 zui3 jian1 ning3 tou2 。
chinese000254,然 而 此 举 依 然 未 能 抵 挡 炒 家 热 情 。,ran2 er2 ci2 ju3 yi1 ran2 wei4 neng2 di2 dang2 chao3 jia1 re4 qing2 。
chinese000255,大 量 土 方 涌 进 犬 舍 。,da4 liang4 tu3 fang1 yong3 jin4 quan3 she4 。
chinese000256,五 是 叶 面 “ 三 喷 ” 补 肥 。,wu3 shi4 ye4 mian4 “ san1 pen1 ” bu3 fei2 。
chinese000257,关 万 章 索 性 用 脚 狠 踹 卷 帘 门 ， 但 卷 帘 门 未 能 打 开 。,guan1 wan4 zhang1 suo3 xing4 yong4 jiao3 hen3 chuai4 juan3 lian2 men2 ， dan4 juan3 lian2 men2 wei4 neng2 da3 kai1 。
chinese000258,屋 脊 两 端 筑 有 筒 形 拱 顶 壁 炉 烟 囱 ， 伸 出 屋 面 。,wu1 ji2 liang3 duan1 zhu4 you2 tong3 xing2 gong2 ding3 bi4 lu2 yan1 cong1 ， shen1 chu1 wu1 mian4 。
chinese000259,于 幼 军 也 是 一 厉 害 角 色 。,yu2 you4 jun1 ye3 shi4 yi2 li4 hai5 jue2 se4 。
chinese000260,应 届 毕 业 生 放 宽 至 二 十 二 周 岁 。,ying1 jie4 bi4 ye4 sheng1 fang4 kuan1 zhi4 er4 shi2 er4 zhou1 sui4 。
chinese000261,齐 莫 维 奇 于 是 引 进 更 多 马 匹 。,qi2 mo4 wei2 qi2 yu2 shi4 yin3 jin4 geng4 duo1 ma2 pi3 。
chinese000262,在 摇 曳 的 春 光 中 慢 慢 消 散 。,zai4 yao2 ye4 de5 chun1 guang1 zhong1 man4 man4 xiao1 san4 。
chinese000263,并 且 把 我 打 伤 了 ， 造 成 左 耳 耳 膜 穿 孔 ， 右 耳 有 淤 血 。,bing4 qie3 ba2 wo2 da3 shang1 le5 ， zao4 cheng2 zuo2 er2 er3 mo2 chuan1 kong3 ， you4 er2 you3 yu1 xue4 。
chinese000264,自 此 ， “ 艾 妮 女 装 ” 网 店 经 常 闪 烁 着 “ 秒 杀 ” 二 字 。,zi4 ci3 ， “ ai4 ni2 nv3 zhuang1 ” wang3 dian4 jing1 chang2 shan3 shuo4 zhe5 miao3 “ sha1 ” er4 zi4 。
chinese000265,俺 从 楼 上 叫 俺 姐 姐 ， 俺 姐 姐 没 醒 。,an3 cong2 lou2 shang4 jiao4 an2 jie3 jie5 ， an2 jie3 jie5 mei2 xing3 。
chinese000266,之 后 银 行 催 着 卡 主 去 还 钱 。,zhi1 hou4 yin2 hang2 cui1 zhe5 ka2 zhu3 qu4 huan2 qian2 。
chinese000267,耄 耋 书 法 家 章 汝 奭 还 专 程 托 友 人 表 达 哀 思 。,mao4 die2 shu1 fa3 jia1 zhang1 ru3 shi4 hai2 zhuan1 cheng2 tuo1 you3 ren2 biao3 da2 ai1 si1 。
chinese000268,如 今 ， 中 轴 九 门 独 缺 地 安 门 。,ru2 jin1 ， zhong1 zhou2 jiu3 men2 du2 que1 di4 an1 men2 。
chinese000269,小 貂 因 为 长 出 了 “ 喜 鹊 翅 膀 ” 而 惊 讶 无 比 。,xiao3 diao1 yin1 wei4 zhang3 chu1 le5 “ xi3 que4 chi4 bang3 ” er2 jing1 ya4 wu2 bi3 。
chinese000270,所 以 ， 胶 囊 也 得 当 药 一 样 监 管 。,suo2 yi3 ， jiao1 nang2 ye2 dei3 dang1 yao4 yi2 yang4 jian1 guan3 。
chinese000271,早 开 奶 、 早 吸 吮 、 早 喂 养 。,zao3 kai1 nai3 、 zao3 xi1 shun3 、 zao3 wei4 yang3 。
chinese000272,去 壳 后 仍 保 留 些 许 外 层 组 织 ， 如 皮 层 、 糊 粉 层 和 胚 芽 。,qu4 ke2 hou4 reng2 bao3 liu2 xie1 xu3 wai4 ceng2 zu3 zhi1 ， ru2 pi2 ceng2 、 hu2 fen3 ceng2 he2 pei1 ya2 。
chinese000273,此 时 李 岩 的 饥 饿 仿 佛 教 改 的 诺 言 ， 虚 无 缥 缈 也 摸 不 着 边 。,ci3 shi2 li3 yan2 de5 ji1 e4 fang3 fu2 jiao4 gai3 de5 nuo4 yan2 ， xu1 wu2 piao1 miao3 ye3 mo1 bu4 zhao2 bian1 。
chinese000274,应 避 免 与 大 车 逆 向 迎 浪 行 驶 。,ying1 bi4 mian2 yu3 da4 che1 ni4 xiang4 ying2 lang4 xing2 shi3 。
chinese000275,可 别 随 地 吐 痰 呀 。,ke3 bie2 sui2 di4 tu3 tan2 ya5 。
chinese000276,新 品 种 大 蜥 蜴 “ 碧 塔 塔 瓦 巨 蜥 ” 。,xin1 pin2 zhong3 da4 xi1 yi4 “ bi4 ta3 ta2 wa3 ju4 xi1 ” 。
chinese000277,郭 丑 丑 立 即 提 出 卖 给 舅 妈 秦 贵 英 。,guo1 chou2 chou3 li4 ji2 ti2 chu1 mai4 gei3 jiu4 ma1 qin2 gui4 ying1 。
chinese000278,魔 鬼 主 场 魔 力 无 边 。,mo2 gui3 zhu2 chang3 mo2 li4 wu2 bian1 。
chinese000279,流 浪 犬 收 容 队 也 落 得 “ 夭 折 ” 下 场 。,liu2 lang4 quan3 shou1 rong2 dui4 ye3 luo4 de2 “ yao1 zhe2 ” xia4 chang3 。
chinese000280,坎 通 纳 还 被 课 以 一 万 英 镑 的 罚 款 。,kan3 tong1 na4 hai2 bei4 ke4 yi3 yi2 wan4 ying1 bang4 de5 fa2 kuan3 。
chinese000281,出 去 后 想 到 外 面 去 闯 一 闯 。,chu1 qu4 hou4 xiang3 dao4 wai4 mian4 qu4 chuang3 yi4 chuang3 。
chinese000282,贪 嗔 痴 慢 ， 因 果 轮 回 。,tan1 chen1 chi1 man4 ， yin1 guo3 lun2 hui2 。
chinese000283,意 见 认 为 ， 考 虑 郝 雷 因 “ 吩 噻 嗪 猝 死 综 合 症 而 死 亡 ” 。,yi4 jian4 ren4 wei2 ， kao3 lv4 hao3 lei2 yin1 “ fen1 sai1 qin2 cu4 si3 zong1 he2 zheng4 er2 si3 wang2 ” 。
chinese000284,小 苏 瑞 穿 芭 蕾 舞 裙 与 妈 妈 逛 街 。,xiao3 su1 rui4 chuan1 ba1 lei2 wu3 qun2 yu3 ma1 ma5 guang4 jie1 。
chinese000285,有 本 启 奏 ， 无 本 退 朝 。,you2 ben2 qi3 zou4 ， wu2 ben3 tui4 chao2 。
chinese000286,一 股 股 恶 臭 扑 鼻 而 来 。,yi4 gu2 gu3 e4 chou4 pu1 bi2 er2 lai2 。
chinese000287,释 小 龙 与 沙 妮 现 场 跳 舞 。,shi4 xiao3 long2 yu3 sha1 ni1 xian4 chang3 tiao4 wu3 。
chinese000288,回 首 峰 峦 入 莽 苍 。,hui2 shou3 feng1 luan2 ru4 mang3 cang1 。
chinese000289,明 将 袁 崇 焕 曾 据 此 城 抗 击 努 尔 哈 赤 和 皇 太 极 。,ming2 jiang4 yuan2 chong2 huan4 ceng2 ju4 ci3 cheng2 kang4 ji1 nu2 er3 ha1 chi4 he2 huang2 tai4 ji2 。
chinese000290,下 面 请 凯 德 商 用 中 国 总 裁 骆 伟 汉 先 生 致 词 。,xia4 mian4 qing2 kai3 de2 shang1 yong4 zhong1 guo2 zong3 cai2 luo4 wei3 han4 xian1 sheng5 zhi4 ci2 。
chinese000291,风 城 超 稠 油 油 藏 位 于 准 噶 尔 盆 地 西 北 缘 。,feng1 cheng2 chao1 chou2 you2 you2 zang4 wei4 yu2 zhun3 ge2 er3 pen2 di4 xi1 bei3 yuan2 。
chinese000292,警 方 用 锤 子 砸 车 门 。,jing3 fang1 yong4 chui2 zi5 za2 che1 men2 。
chinese000293,吕 女 说 ， 张 男 二 度 进 槟 榔 摊 内 ， 忽 然 学 狗 爬 跑 出 店 外 。,lv2 nv3 shuo1 ， zhang1 nan2 er4 du4 jin4 bing1 lang2 tan1 nei4 ， hu1 ran2 xue2 gou3 pa2 pao3 chu1 dian4 wai4 。
chinese000294,其 余 的 是 斑 胸 草 雀 和 枫 鸟 等 种 类 。,qi2 yu2 de5 shi4 ban1 xiong1 cao3 que4 he2 feng1 niao3 deng2 zhong3 lei4 。
chinese000295,斗 拱 以 榫 相 扣 ， 紧 密 结 实 ， 端 口 还 有 精 美 的 雕 刻 。,dou2 gong3 yi2 sun3 xiang1 kou4 ， jin3 mi4 jie1 shi5 ， duan1 kou3 hai2 you3 jing1 mei3 de5 diao1 ke4 。
chinese000296,巍 巍 井 冈 山 ， 绵 亘 五 百 里 。,wei1 wei1 jing3 gang1 shan1 ， mian2 gen4 wu2 bai2 li3 。
chinese000297,不 能 狗 熊 掰 棒 子 。,bu4 neng2 gou3 xiong2 bai1 bang4 zi5 。
chinese000298,民 哪 告 得 过 官 啊 ？,min2 na3 gao4 de5 guo4 guan1 a5 ？
chinese000299,又 称 喀 喇 昆 仑 公 路 。,you4 cheng1 ka1 la3 kun1 lun2 gong1 lu4 。
chinese000300,这 怕 是 要 考 考 当 地 政 府 了 。,zhe4 pa4 shi4 yao5 kao2 kao3 dang1 di4 zheng4 fu3 le5 。
chinese000301,叶 山 豪 不 就 单 眼 皮 吗 ， 又 有 型 ， 外 形 也 很 符 合 喔 ！,ye4 shan1 hao2 bu2 jiu4 dan1 yan3 pi2 ma5 ， you4 you3 xing2 ， wai4 xing2 ye2 hen3 fu2 he2 wo5 ！
chinese000302,那 咱 俩 一 起 数 羊 吧 。,na4 zan2 lia3 yi4 qi2 shu3 yang2 ba5 。
chinese000303,猩 猩 在 平 衡 木 上 “ 耍 赖 ” 。,xing1 xing5 zai4 ping2 heng2 mu4 shang4 “ shua3 lai4 ” 。
chinese000304,随 着 环 境 呀 ， 因 素 呀 有 改 变 呀 。,sui2 zhe5 huan2 jing4 ya5 ， yin1 su4 ya5 you2 gai3 bian4 ya5 。
chinese000305,现 因 执 行 刑 满 予 以 释 放 。,xian4 yin1 zhi2 xing2 xing2 man3 yu2 yi3 shi4 fang4 。
